120.0;430.0;0.0;10.0
120.0;410.0;0.0;10.0
120.0;370.0;0.0;10.0
120.0;350.0;0.0;10.0
200.0;410.0;0.0;10.0
200.0;430.0;0.0;10.0
200.0;370.0;0.0;10.0
200.0;350.0;0.0;10.0
160.0;410.0;0.0;10.0
140.0;410.0;0.0;10.0
180.0;410.0;0.0;10.0
180.0;370.0;0.0;10.0
160.0;370.0;0.0;10.0
140.0;370.0;0.0;10.0
320.0;410.0;0.0;10.0
320.0;430.0;0.0;10.0
320.0;370.0;0.0;10.0
320.0;350.0;0.0;10.0
100.0;410.0;0.0;10.0
80.0;410.0;0.0;10.0
60.0;410.0;0.0;10.0
120.0;330.0;0.0;10.0
140.0;330.0;0.0;10.0
160.0;330.0;0.0;10.0
180.0;330.0;0.0;10.0
200.0;330.0;0.0;10.0
440.0;430.0;0.0;10.0
440.0;410.0;0.0;10.0
440.0;370.0;0.0;10.0
440.0;350.0;0.0;10.0
320.0;330.0;0.0;10.0
340.0;330.0;0.0;10.0
360.0;330.0;0.0;10.0
380.0;330.0;0.0;10.0
400.0;330.0;0.0;10.0
420.0;330.0;0.0;10.0
440.0;330.0;0.0;10.0
460.0;430.0;0.0;20.0
480.0;430.0;0.0;20.0
500.0;430.0;0.0;20.0
220.0;430.0;0.0;20.0
300.0;430.0;0.0;20.0
