40.0;430.0;0.0;20.0
40.0;370.0;180.0;20.0
20.0;370.0;180.0;20.0
60.0;370.0;180.0;20.0
0.0;350.0;180.0;10.0
20.0;350.0;180.0;10.0
40.0;350.0;180.0;10.0
60.0;350.0;180.0;10.0
80.0;350.0;180.0;10.0
80.0;330.0;180.0;10.0
80.0;310.0;180.0;10.0
60.0;310.0;180.0;10.0
40.0;310.0;180.0;10.0
20.0;310.0;180.0;10.0
0.0;310.0;180.0;10.0
0.0;330.0;180.0;10.0
40.0;330.0;180.0;10.0
60.0;330.0;540.0;20.0
20.0;330.0;540.0;20.0
20.0;290.0;540.0;10.0
60.0;290.0;540.0;10.0
80.0;290.0;720.0;20.0
0.0;290.0;720.0;20.0
20.0;270.0;0.0;10.0
60.0;270.0;0.0;10.0
120.0;430.0;0.0;40.0
160.0;430.0;0.0;10.0
160.0;410.0;0.0;20.0
180.0;370.0;0.0;30.0
220.0;330.0;0.0;31.0
280.0;330.0;0.0;41.0
280.0;350.0;0.0;10.0
280.0;370.0;0.0;10.0
280.0;390.0;0.0;10.0
280.0;410.0;0.0;10.0
280.0;430.0;0.0;10.0
340.0;310.0;0.0;33.0
400.0;310.0;0.0;33.0
380.0;230.0;0.0;33.0
420.0;230.0;0.0;33.0
440.0;290.0;0.0;30.0
460.0;350.0;0.0;31.0
500.0;370.0;0.0;10.0
520.0;370.0;0.0;10.0
540.0;370.0;0.0;10.0
560.0;370.0;0.0;10.0
500.0;390.0;0.0;10.0
500.0;410.0;0.0;10.0
500.0;430.0;0.0;10.0
560.0;390.0;0.0;10.0
580.0;390.0;0.0;10.0
600.0;390.0;0.0;10.0
620.0;390.0;0.0;10.0
640.0;390.0;0.0;10.0
580.0;370.0;0.0;20.0
560.0;350.0;0.0;20.0
420.0;190.0;180.0;20.0
380.0;190.0;180.0;20.0
400.0;190.0;180.0;20.0
360.0;190.0;180.0;20.0
440.0;190.0;180.0;20.0
440.0;170.0;180.0;10.0
420.0;170.0;180.0;10.0
400.0;170.0;180.0;10.0
380.0;170.0;180.0;10.0
360.0;170.0;180.0;10.0
360.0;150.0;180.0;10.0
440.0;150.0;180.0;10.0
440.0;130.0;180.0;10.0
420.0;130.0;180.0;10.0
400.0;130.0;180.0;10.0
380.0;130.0;180.0;10.0
360.0;130.0;180.0;10.0
