60.0;430.0;0.0;20.0
20.0;370.0;0.0;10.0
40.0;370.0;0.0;10.0
60.0;370.0;0.0;10.0
80.0;370.0;0.0;10.0
100.0;370.0;0.0;10.0
100.0;350.0;0.0;10.0
100.0;330.0;0.0;10.0
80.0;330.0;0.0;10.0
60.0;330.0;0.0;10.0
40.0;330.0;0.0;10.0
20.0;330.0;0.0;10.0
20.0;350.0;0.0;10.0
60.0;350.0;0.0;10.0
40.0;350.0;540.0;20.0
80.0;350.0;540.0;20.0
40.0;310.0;540.0;10.0
60.0;310.0;540.0;10.0
80.0;310.0;540.0;10.0
80.0;290.0;540.0;10.0
60.0;290.0;540.0;10.0
40.0;290.0;540.0;10.0
40.0;270.0;540.0;10.0
40.0;250.0;540.0;10.0
40.0;230.0;540.0;10.0
40.0;210.0;540.0;10.0
40.0;190.0;540.0;10.0
40.0;170.0;540.0;10.0
40.0;150.0;540.0;10.0
40.0;130.0;540.0;10.0
40.0;110.0;540.0;10.0
40.0;90.0;540.0;10.0
40.0;70.0;540.0;10.0
40.0;50.0;540.0;10.0
40.0;30.0;540.0;10.0
40.0;10.0;540.0;10.0
40.0;-10.0;540.0;10.0
80.0;-10.0;540.0;10.0
80.0;10.0;540.0;10.0
80.0;30.0;540.0;10.0
80.0;50.0;540.0;10.0
80.0;70.0;540.0;10.0
80.0;90.0;540.0;10.0
80.0;110.0;540.0;10.0
80.0;130.0;540.0;10.0
80.0;150.0;540.0;10.0
80.0;170.0;540.0;10.0
80.0;190.0;540.0;10.0
80.0;210.0;540.0;10.0
80.0;230.0;540.0;10.0
80.0;250.0;540.0;10.0
80.0;270.0;540.0;10.0
60.0;270.0;540.0;10.0
60.0;250.0;630.0;20.0
60.0;230.0;450.0;20.0
60.0;210.0;630.0;20.0
60.0;190.0;450.0;20.0
60.0;170.0;630.0;20.0
60.0;150.0;450.0;20.0
60.0;130.0;630.0;20.0
60.0;110.0;450.0;20.0
60.0;90.0;630.0;20.0
60.0;70.0;450.0;20.0
60.0;50.0;630.0;20.0
60.0;30.0;450.0;20.0
60.0;10.0;630.0;20.0
60.0;-10.0;360.0;10.0
160.0;430.0;0.0;41.0
200.0;410.0;0.0;31.0
240.0;430.0;0.0;21.0
220.0;430.0;0.0;21.0
200.0;430.0;0.0;21.0
180.0;430.0;0.0;21.0
260.0;430.0;0.0;10.0
260.0;410.0;0.0;10.0
260.0;390.0;0.0;43.0
300.0;290.0;0.0;33.0
340.0;390.0;0.0;33.0
380.0;290.0;0.0;33.0
400.0;330.0;0.0;30.0
400.0;330.0;0.0;30.0
440.0;290.0;-90.0;20.0
440.0;270.0;-90.0;20.0
440.0;250.0;-90.0;20.0
440.0;310.0;-90.0;20.0
440.0;230.0;-90.0;20.0
460.0;230.0;-90.0;10.0
460.0;250.0;-90.0;10.0
460.0;270.0;-90.0;10.0
460.0;290.0;-90.0;10.0
